benchmark,experiment,tree_path,tree_theorem,node_count,edge_count,branching_node_count,average_branching_factor,max_branching_factor,single_node_tree
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-option_none_ne_some_170/namespace-core_eval-name-option_none_ne_some_170_20260517-074357,namespace-core_eval-name-option_none_ne_some_170,4,6,1,6.0,6.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-option_some_inj_169/namespace-core_eval-name-option_some_inj_169_20260517-105559,namespace-core_eval-name-option_some_inj_169,5,5,2,2.5,3.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_and_distrib_051/namespace-core_eval-name-or_and_distrib_051_20260517-042431,namespace-core_eval-name-or_and_distrib_051,4,3,2,1.5,2.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_and_distrib_052/namespace-core_eval-name-or_and_distrib_052_20260517-084502,namespace-core_eval-name-or_and_distrib_052,5,5,2,2.5,3.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_assoc_left_044/namespace-core_eval-name-or_assoc_left_044_20260517-050603,namespace-core_eval-name-or_assoc_left_044,3,2,1,2.0,2.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_assoc_right_045/namespace-core_eval-name-or_assoc_right_045_20260517-094104,namespace-core_eval-name-or_assoc_right_045,2,1,1,1.0,1.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_case_left_053/namespace-core_eval-name-or_case_left_053_20260517-005029,namespace-core_eval-name-or_case_left_053,5,5,1,5.0,5.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_comm_043/namespace-core_eval-name-or_comm_043_20260517-055233,namespace-core_eval-name-or_comm_043,4,3,2,1.5,2.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_dup_elim_050/namespace-core_eval-name-or_dup_elim_050_20260517-085843,namespace-core_eval-name-or_dup_elim_050,3,3,1,3.0,3.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_dup_intro_049/namespace-core_eval-name-or_dup_intro_049_20260517-083143,namespace-core_eval-name-or_dup_intro_049,2,1,1,1.0,1.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_elim_046/namespace-core_eval-name-or_elim_046_20260517-123853,namespace-core_eval-name-or_elim_046,2,1,1,1.0,1.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_elim_to_imp_064/namespace-core_eval-name-or_elim_to_imp_064_20260517-041045,namespace-core_eval-name-or_elim_to_imp_064,2,1,1,1.0,1.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_elim_to_or_062/namespace-core_eval-name-or_elim_to_or_062_20260517-104205,namespace-core_eval-name-or_elim_to_or_062,4,3,2,1.5,2.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_from_and_right_060/namespace-core_eval-name-or_from_and_right_060_20260517-113752,namespace-core_eval-name-or_from_and_right_060,2,1,1,1.0,1.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_inl_041/namespace-core_eval-name-or_inl_041_20260517-100923,namespace-core_eval-name-or_inl_041,1,0,0,,0,True
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_right_true_048/namespace-core_eval-name-or_right_true_048_20260517-024204,namespace-core_eval-name-or_right_true_048,2,3,1,3.0,3.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_swap_nested_057/namespace-core_eval-name-or_swap_nested_057_20260517-121414,namespace-core_eval-name-or_swap_nested_057,4,3,2,1.5,2.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-or_swap_nested_058/namespace-core_eval-name-or_swap_nested_058_20260517-082245,namespace-core_eval-name-or_swap_nested_058,3,2,2,1.0,1.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prod_fst_181/namespace-core_eval-name-prod_fst_181_20260517-074754,namespace-core_eval-name-prod_fst_181,2,5,1,5.0,5.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prod_snd_182/namespace-core_eval-name-prod_snd_182_20260517-112601,namespace-core_eval-name-prod_snd_182,2,5,1,5.0,5.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_and_intro/namespace-core_eval-name-prop_and_intro_20260517-010719,namespace-core_eval-name-prop_and_intro,3,3,1,3.0,3.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_and_left/namespace-core_eval-name-prop_and_left_20260517-111940,namespace-core_eval-name-prop_and_left,3,4,1,4.0,4.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_id/namespace-core_eval-name-prop_id_20260517-045945,namespace-core_eval-name-prop_id,2,4,1,4.0,4.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_apply_006/namespace-core_eval-name-prop_imp_apply_006_20260517-072117,namespace-core_eval-name-prop_imp_apply_006,2,2,1,2.0,2.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_apply_007/namespace-core_eval-name-prop_imp_apply_007_20260517-031240,namespace-core_eval-name-prop_imp_apply_007,3,2,2,1.0,1.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_apply_008/namespace-core_eval-name-prop_imp_apply_008_20260517-061603,namespace-core_eval-name-prop_imp_apply_008,1,0,0,,0,True
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_chain_009/namespace-core_eval-name-prop_imp_chain_009_20260517-014441,namespace-core_eval-name-prop_imp_chain_009,1,0,0,,0,True
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_chain_010/namespace-core_eval-name-prop_imp_chain_010_20260517-023314,namespace-core_eval-name-prop_imp_chain_010,5,4,2,2.0,2.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_chain_013/namespace-core_eval-name-prop_imp_chain_013_20260517-025600,namespace-core_eval-name-prop_imp_chain_013,2,1,1,1.0,1.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-prop_imp_self_002/namespace-core_eval-name-prop_imp_self_002_20260517-025144,namespace-core_eval-name-prop_imp_self_002,2,5,1,5.0,5.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-sigma_exists_191/namespace-core_eval-name-sigma_exists_191_20260517-043109,namespace-core_eval-name-sigma_exists_191,3,2,1,2.0,2.0,False
CoreEval 250,E1,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-unit_eq_184/namespace-core_eval-name-unit_eq_184_20260517-082828,namespace-core_eval-name-unit_eq_184,3,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_dup_intro_023/namespace-core_eval-name-and_dup_intro_023_20260517-111300,namespace-core_eval-name-and_dup_intro_023,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_dup_left_024/namespace-core_eval-name-and_dup_left_024_20260517-060358,namespace-core_eval-name-and_dup_left_024,5,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_intro_true_left_021/namespace-core_eval-name-and_intro_true_left_021_20260517-113017,namespace-core_eval-name-and_intro_true_left_021,3,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_intro_true_right_022/namespace-core_eval-name-and_intro_true_right_022_20260517-105229,namespace-core_eval-name-and_intro_true_right_022,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_left_id_019/namespace-core_eval-name-and_left_id_019_20260517-114935,namespace-core_eval-name-and_left_id_019,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_project_026/namespace-core_eval-name-and_project_026_20260517-052407,namespace-core_eval-name-and_project_026,5,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_project_028/namespace-core_eval-name-and_project_028_20260517-110202,namespace-core_eval-name-and_project_028,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_project_030/namespace-core_eval-name-and_project_030_20260517-115718,namespace-core_eval-name-and_project_030,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_reorder_034/namespace-core_eval-name-and_reorder_034_20260517-092232,namespace-core_eval-name-and_reorder_034,3,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_reorder_037/namespace-core_eval-name-and_reorder_037_20260517-040715,namespace-core_eval-name-and_reorder_037,3,2,2,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-and_reorder_040/namespace-core_eval-name-and_reorder_040_20260517-055001,namespace-core_eval-name-and_reorder_040,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_and_true_161/namespace-core_eval-name-bool_and_true_161_20260517-025450,namespace-core_eval-name-bool_and_true_161,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_false_or_164/namespace-core_eval-name-bool_false_or_164_20260517-121949,namespace-core_eval-name-bool_false_or_164,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_not_false_166/namespace-core_eval-name-bool_not_false_166_20260517-031012,namespace-core_eval-name-bool_not_false_166,2,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-bool_true_and_162/namespace-core_eval-name-bool_true_and_162_20260517-091944,namespace-core_eval-name-bool_true_and_162,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-contradiction_to_false_093/namespace-core_eval-name-contradiction_to_false_093_20260517-050250,namespace-core_eval-name-contradiction_to_false_093,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-contradiction_to_true_092/namespace-core_eval-name-contradiction_to_true_092_20260517-071459,namespace-core_eval-name-contradiction_to_true_092,2,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_cast_201/namespace-core_eval-name-eq_cast_201_20260517-122546,namespace-core_eval-name-eq_cast_201,4,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_if_false_124/namespace-core_eval-name-eq_if_false_124_20260517-021639,namespace-core_eval-name-eq_if_false_124,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_if_true_123/namespace-core_eval-name-eq_if_true_123_20260517-070600,namespace-core_eval-name-eq_if_true_123,5,6,1,6.0,6.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_list_cons_118/namespace-core_eval-name-eq_list_cons_118_20260517-005625,namespace-core_eval-name-eq_list_cons_118,2,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_list_nil_117/namespace-core_eval-name-eq_list_nil_117_20260517-010029,namespace-core_eval-name-eq_list_nil_117,2,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_list_nil_append_120/namespace-core_eval-name-eq_list_nil_append_120_20260517-032809,namespace-core_eval-name-eq_list_nil_append_120,3,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_option_some_116/namespace-core_eval-name-eq_option_some_116_20260517-043611,namespace-core_eval-name-eq_option_some_116,4,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_pair_fst_113/namespace-core_eval-name-eq_pair_fst_113_20260517-081130,namespace-core_eval-name-eq_pair_fst_113,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_refl_bool_102/namespace-core_eval-name-eq_refl_bool_102_20260517-095535,namespace-core_eval-name-eq_refl_bool_102,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_decide_210/namespace-core_eval-name-eq_subst_decide_210_20260517-084900,namespace-core_eval-name-eq_subst_decide_210,3,2,2,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_list_206/namespace-core_eval-name-eq_subst_list_206_20260517-013706,namespace-core_eval-name-eq_subst_list_206,4,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_108/namespace-core_eval-name-eq_subst_nat_108_20260517-115331,namespace-core_eval-name-eq_subst_nat_108,3,8,1,8.0,8.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_109/namespace-core_eval-name-eq_subst_nat_109_20260517-122301,namespace-core_eval-name-eq_subst_nat_109,4,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_110/namespace-core_eval-name-eq_subst_nat_110_20260517-041045,namespace-core_eval-name-eq_subst_nat_110,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_111/namespace-core_eval-name-eq_subst_nat_111_20260517-083017,namespace-core_eval-name-eq_subst_nat_111,4,7,1,7.0,7.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_pair_left_207/namespace-core_eval-name-eq_subst_pair_left_207_20260517-091139,namespace-core_eval-name-eq_subst_pair_left_207,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_pair_right_208/namespace-core_eval-name-eq_subst_pair_right_208_20260517-014128,namespace-core_eval-name-eq_subst_pair_right_208,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_pred_209/namespace-core_eval-name-eq_subst_pred_209_20260517-112640,namespace-core_eval-name-eq_subst_pred_209,3,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-exists_and_194/namespace-core_eval-name-exists_and_194_20260517-020258,namespace-core_eval-name-exists_and_194,2,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-exists_of_eq_193/namespace-core_eval-name-exists_of_eq_193_20260517-113742,namespace-core_eval-name-exists_of_eq_193,4,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-exists_zero_200/namespace-core_eval-name-exists_zero_200_20260517-071128,namespace-core_eval-name-exists_zero_200,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-false_and_left_099/namespace-core_eval-name-false_and_left_099_20260517-082640,namespace-core_eval-name-false_and_left_099,3,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-false_elim_086/namespace-core_eval-name-false_elim_086_20260517-064328,namespace-core_eval-name-false_elim_086,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-false_imp_090/namespace-core_eval-name-false_imp_090_20260517-012809,namespace-core_eval-name-false_imp_090,5,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-forall_const_196/namespace-core_eval-name-forall_const_196_20260517-085625,namespace-core_eval-name-forall_const_196,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-forall_id_195/namespace-core_eval-name-forall_id_195_20260517-111854,namespace-core_eval-name-forall_id_195,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-fun_comp_id_left_188/namespace-core_eval-name-fun_comp_id_left_188_20260517-114209,namespace-core_eval-name-fun_comp_id_left_188,3,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-fun_const_189/namespace-core_eval-name-fun_const_189_20260517-041336,namespace-core_eval-name-fun_const_189,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_de_morgan_228/namespace-core_eval-name-hardish_de_morgan_228_20260517-083448,namespace-core_eval-name-hardish_de_morgan_228,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_exists_240/namespace-core_eval-name-hardish_exists_240_20260517-010500,namespace-core_eval-name-hardish_exists_240,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_list_236/namespace-core_eval-name-hardish_list_236_20260517-044835,namespace-core_eval-name-hardish_list_236,5,7,1,7.0,7.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_list_237/namespace-core_eval-name-hardish_list_237_20260517-045515,namespace-core_eval-name-hardish_list_237,5,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_nat_eq_231/namespace-core_eval-name-hardish_nat_eq_231_20260517-024431,namespace-core_eval-name-hardish_nat_eq_231,5,6,1,6.0,6.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_nat_eq_232/namespace-core_eval-name-hardish_nat_eq_232_20260517-080716,namespace-core_eval-name-hardish_nat_eq_232,5,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_nat_le_233/namespace-core_eval-name-hardish_nat_le_233_20260517-073227,namespace-core_eval-name-hardish_nat_le_233,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_or_imp_230/namespace-core_eval-name-hardish_or_imp_230_20260517-015839,namespace-core_eval-name-hardish_or_imp_230,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_and_assoc_081/namespace-core_eval-name-iff_and_assoc_081_20260517-092949,namespace-core_eval-name-iff_and_assoc_081,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_and_comm_073/namespace-core_eval-name-iff_and_comm_073_20260517-060828,namespace-core_eval-name-iff_and_comm_073,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_and_true_left_077/namespace-core_eval-name-iff_and_true_left_077_20260517-055803,namespace-core_eval-name-iff_and_true_left_077,3,7,1,7.0,7.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_and_true_right_078/namespace-core_eval-name-iff_and_true_right_078_20260517-061920,namespace-core_eval-name-iff_and_true_right_078,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_dup_or_084/namespace-core_eval-name-iff_dup_or_084_20260517-100242,namespace-core_eval-name-iff_dup_or_084,3,4,1,4.0,4.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_imp_self_085/namespace-core_eval-name-iff_imp_self_085_20260517-031828,namespace-core_eval-name-iff_imp_self_085,2,3,1,3.0,3.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_or_assoc_082/namespace-core_eval-name-iff_or_assoc_082_20260517-015248,namespace-core_eval-name-iff_or_assoc_082,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_or_comm_074/namespace-core_eval-name-iff_or_comm_074_20260517-091803,namespace-core_eval-name-iff_or_comm_074,1,0,0,,0,True
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_refl_066/namespace-core_eval-name-iff_refl_066_20260517-050626,namespace-core_eval-name-iff_refl_066,3,2,1,2.0,2.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_trans_068/namespace-core_eval-name-iff_trans_068_20260517-121758,namespace-core_eval-name-iff_trans_068,2,1,1,1.0,1.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_true_intro_072/namespace-core_eval-name-iff_true_intro_072_20260517-032353,namespace-core_eval-name-iff_true_intro_072,4,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-imp_exists_223/namespace-core_eval-name-imp_exists_223_20260517-064823,namespace-core_eval-name-imp_exists_223,3,5,1,5.0,5.0,False
CoreEval 250,E3,runs/proof_search_core_eval/6848604/E3/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-imp_forall_224/namespace-core_eval-name-imp_forall_224_20260517-122908,namespace-core_eval-name-imp_forall_224,5,7,1,7.0,7.0,False
